value,segments,language,borrowing_score,age_label
konspirasi,"['k', 'o', 'n', 's', 'p', 'i', 'r', 'a', 's', 'i']",Indonesian,1.0,Modern
"kasak-kisik, kasak-kusuk","['k', 'a', 's', 'a', 'k', '+', 'k', 'i', 's', 'i', 'ʔ']",Indonesian,0.0,Modern
berjumpa,"['b', 'e', 'r', 'dʒ', 'u', 'm', 'p', 'a']",Indonesian,0.0,Prehistorical
bersua,"['b', 'e', 'r', 's', 'u', 'a']",Indonesian,0.5,Early Malay
ketemu,"['k', 'e', 't', 'e', 'm', 'u']",Indonesian,0.0,Modern
bertemu,"['b', 'e', 'r', 't', 'e', 'm', 'u']",Indonesian,0.0,Prehistorical
pelacur,"['p', 'e', 'l', 'a', 'tʃ', 'u', 'r']",Indonesian,0.0,Modern
lonté,"['l', 'o', 'n', 't', 'é/e']",Indonesian,1.0,Modern
pérék,"['p', 'é/e', 'r', 'é/e', 'ʔ']",Indonesian,0.0,Modern
WTS,"['w', 'é/e', 't', 'éé/eː', 's']",Indonesian,0.0,Modern
PSK,"['p', 'eː', 's', 'k', 'a']",Indonesian,0.0,Modern
cabo,"['tʃ', 'a', 'b', 'o']",Indonesian,1.0,Modern
berkelahi,"['b', 'e', 'r', 'k', 'e', 'l', 'a', 'h', 'i']",Indonesian,1.0,Early Malay
berperang,"['b', 'e', 'r', 'p', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
bertengkar,"['b', 'e', 'r', 't', 'e', 'ŋ', 'k', 'a', 'r']",Indonesian,0.0,Prehistorical
bertempur,"['b', 'e', 'r', 't', 'e', 'm', 'p', 'u', 'r']",Indonesian,0.0,Modern
"brantem, berantem","['b', 'r', 'a', 'n', 't', 'e', 'm']",Indonesian,1.0,Modern
bertikai,"['b', 'e', 'r', 't', 'i', 'k', 'aɪ']",Indonesian,0.75,Modern
bertarung,"['b', 'e', 'r', 't', 'a', 'r', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
perang,"['p', 'e', 'r', 'a', 'ŋ']",Indonesian,0.5,Early Malay
pertempuran,"['p', 'e', 'r', 't', 'e', 'm', 'p', 'u', 'r', 'a', 'n']",Indonesian,0.0,Early Malay
perdamaian,"['p', 'e', 'r', 'd', 'a', 'm', 'a', 'i', 'a', 'n']",Indonesian,0.0,Prehistorical
tentara,"['t', 'e', 'n', 't', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
tentara,"['t', 'e', 'n', 't', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
serdadu,"['s', 'e', 'r', 'd', 'a', 'd', 'u']",Indonesian,1.0,Modern
prajurit,"['p', 'r', 'a', 'dʒ', 'u', 'r', 'i', 't']",Indonesian,1.0,Early Malay
laskar,"['l', 'a', 's', 'k', 'a', 'r']",Indonesian,1.0,Early Malay
senjata,"['s', 'e', 'ɲ', 'a', 't', 'a']",Indonesian,1.0,Early Malay
pentung,"['p', 'e', 'n', 't', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
jipang,"['dʒ', 'i', 'p', 'a', 'ŋ']",Indonesian,0.75,Modern
ketapél,"['k', 'e', 't', 'a', 'p', 'é/e', 'l']",Indonesian,1.0,Modern
panah,"['p', 'a', 'n', 'a', 'h']",Indonesian,0.0,Prehistorical
busur,"['b', 'u', 's', 'u', 'r']",Indonesian,0.0,Prehistorical
anak panah,"['a', 'n', 'a', 'k', '+', 'p', 'a', 'n', 'a', 'h']",Indonesian,0.0,Prehistorical
tombak,"['t', 'o', 'm', 'b', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
pedang,"['p', 'e', 'd', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
bedil,"['b', 'e', 'd', 'i', 'l']",Indonesian,0.75,Early Malay
"senapan, senapang","['s', 'e', 'n', 'a', 'p', 'a', 'n']",Indonesian,1.0,Modern
baju baja,"['b', 'a', 'dʒ', 'u', '+', 'b', 'a', 'dʒ', 'a']",Indonesian,0.25,Modern
hélem,"['h', 'é/e', 'l', 'e', 'm']",Indonesian,1.0,Modern
perisai,"['p', 'e', 'r', 'i', 's', 'aɪ']",Indonesian,1.0,Early Malay
taméng,"['t', 'a', 'm', 'é/e', 'ŋ']",Indonesian,1.0,Modern
bénténg,"['b', 'é/e', 'n', 't', 'é/e', 'ŋ']",Indonesian,1.0,Modern
menara,"['m', 'e', 'n', 'a', 'r', 'a']",Indonesian,0.75,Early Malay
kemenangan,"['k', 'e', 'm', 'e', 'n', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
kejayaan,"['k', 'e', 'dʒ', 'a', 'j', 'aː', 'n']",Indonesian,0.0,Early Malay
kekalahan,"['k', 'e', 'k', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
serangan,"['s', 'e', 'r', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
serbuan,"['s', 'e', 'r', 'b', 'u', 'a', 'n']",Indonesian,0.0,Prehistorical
gempuran,"['g', 'e', 'm', 'p', 'u', 'r', 'a', 'n']",Indonesian,1.0,Modern
membéla,"['m', 'e', 'm', 'b', 'é/e', 'l', 'a']",Indonesian,0.5,Early Malay
mempertahankan,"['m', 'e', 'm', 'p', 'e', 'r', 't', 'a', 'h', 'a', 'n', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
mundur,"['m', 'u', 'n', 'd', 'u', 'r']",Indonesian,0.0,Prehistorical
menyerahkan diri,"['m', 'e', 'ɲ', 'e', 'r', 'a', 'h', 'k', 'a', 'n', '+', 'd', 'i', 'r', 'i']",Indonesian,0.0,Early Malay
tawanan,"['t', 'a', 'w', 'a', 'n', 'a', 'n']",Indonesian,0.0,Prehistorical
tahanan,"['t', 'a', 'h', 'a', 'n', 'a', 'n']",Indonesian,0.0,Prehistorical
narapidana,"['n', 'a', 'r', 'a', 'p', 'i', 'd', 'a', 'n', 'a']",Indonesian,0.0,Modern
pesakitan,"['p', 'e', 's', 'a', 'k', 'i', 't', 'a', 'n']",Indonesian,0.75,Modern
penjaga,"['p', 'e', 'ɲ', 'a', 'g', 'a']",Indonesian,0.0,Early Malay
satpam,"['s', 'a', 't', 'p', 'a', 'm']",Indonesian,0.0,Modern
jarahan,"['dʒ', 'a', 'r', 'a', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
peradangan,"['p', 'e', 'r', 'a', 'd', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
nelayan,"['n', 'e', 'l', 'a', 'j', 'a', 'n']",Indonesian,1.0,Early Malay
mata kail,"['m', 'a', 't', 'a', '+', 'k', 'a', 'i', 'l']",Indonesian,0.0,Prehistorical
tali kail,"['t', 'a', 'l', 'i', '+', 'k', 'a', 'i', 'l']",Indonesian,0.0,Prehistorical
jala,"['dʒ', 'a', 'l', 'a']",Indonesian,1.0,Early Malay
pukat,"['p', 'u', 'k', 'a', 't']",Indonesian,0.0,Prehistorical
jaring,"['dʒ', 'a', 'r', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
bubu,"['b', 'u', 'b', 'u']",Indonesian,0.0,Prehistorical
umpan,"['u', 'm', 'p', 'a', 'n']",Indonesian,0.0,Prehistorical
berburu,"['b', 'e', 'r', 'b', 'u', 'r', 'u']",Indonesian,0.0,Prehistorical
menémbak,"['m', 'e', 'n', 'é/e', 'm', 'b', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
luncas,"['l', 'u', 'ɲ', 'a', 's']",Indonesian,0.0,Prehistorical
melését,"['m', 'e', 'l', 'é/e', 's', 'é/e', 't']",Indonesian,1.0,Modern
ketinggalan,"['k', 'e', 't', 'i', 'ŋ', 'g', 'a', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
perangkap,"['p', 'e', 'r', 'a', 'ŋ', 'k', 'a', 'p']",Indonesian,0.0,Prehistorical
menjerat,"['m', 'e', 'ɲ', 'e', 'r', 'a', 't']",Indonesian,0.0,Prehistorical
menjebak,"['m', 'e', 'ɲ', 'e', 'b', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
undang-undang,"['u', 'n', 'd', 'a', 'ŋ', '+', 'u', 'n', 'd', 'a', 'ŋ']",Indonesian,0.0,Early Malay
hukum,"['h', 'u', 'k', 'u', 'm']",Indonesian,1.0,Early Malay
pengadilan,"['p', 'e', 'ŋ', 'a', 'd', 'i', 'l', 'a', 'n']",Indonesian,0.0,Early Malay
mahkamah,"['m', 'a', 'h', 'k', 'a', 'm', 'a', 'h']",Indonesian,1.0,Modern
di,"['d', 'i']",Indonesian,0.0,Prehistorical
mengadili,"['m', 'e', 'ŋ', 'a', 'd', 'i', 'l', 'i']",Indonesian,0.0,Early Malay
putusan,"['p', 'u', 't', 'u', 's', 'a', 'n']",Indonesian,0.0,Early Malay
hakim,"['h', 'a', 'k', 'i', 'm']",Indonesian,1.0,Early Malay
penuntut,"['p', 'e', 'n', 'u', 'n', 't', 'u', 't']",Indonesian,0.0,Prehistorical
terdakwa,"['t', 'e', 'r', 'd', 'a', 'kʷ', 'a']",Indonesian,0.0,Modern
saksi,"['s', 'a', 'k', 's', 'i']",Indonesian,1.0,Early Malay
bersumpah,"['b', 'e', 'r', 's', 'u', 'm', 'p', 'a', 'h']",Indonesian,0.0,Prehistorical
sumpah,"['s', 'u', 'm', 'p', 'a', 'h']",Indonesian,0.0,Prehistorical
menuduh,"['m', 'e', 'n', 'u', 'd', 'u', 'h']",Indonesian,0.0,Prehistorical
menuding,"['m', 'e', 'n', 'u', 'd', 'i', 'ŋ']",Indonesian,1.0,Modern
mendakwa,"['m', 'e', 'n', 'd', 'a', 'kʷ', 'a']",Indonesian,1.0,Modern
menghukum,"['m', 'e', 'ŋ', 'h', 'u', 'k', 'u', 'm']",Indonesian,1.0,Early Malay
memvonis,"['m', 'e', 'm', 'v', 'o', 'n', 'i', 's']",Indonesian,1.0,Modern
bersalah,"['b', 'e', 'r', 's', 'a', 'l', 'a', 'h']",Indonesian,0.0,Prehistorical
hukuman,"['h', 'u', 'k', 'u', 'm', 'a', 'n']",Indonesian,0.0,Early Malay
setrap,"['s', 'e', 't', 'r', 'a', 'p']",Indonesian,1.0,Modern
penalti,"['p', 'e', 'n', 'a', 'l', 't', 'i']",Indonesian,1.0,Modern
vonis,"['v', 'o', 'n', 'i', 's']",Indonesian,1.0,Modern
pidana,"['p', 'i', 'd', 'a', 'n', 'a']",Indonesian,1.0,Early Malay
sanksi,"['s', 'a', 'n', 'k', 's', 'i']",Indonesian,1.0,Modern
denda,"['d', 'e', 'n', 'd', 'a']",Indonesian,1.0,Early Malay
penjara,"['p', 'e', 'ɲ', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
bui,"['b', 'u', 'i']",Indonesian,1.0,Modern
lembaga pemasyarakatan,"['l', 'e', 'm', 'b', 'a', 'g', 'a', '+', 'p', 'e', 'm', 'a', 'ʃ', 'a', 'r', 'a', 'k', 'a', 't', 'a', 'n']",Indonesian,0.0,Modern
pembunuhan,"['p', 'e', 'm', 'b', 'u', 'n', 'u', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
zina(h),"['z', 'i', 'n', 'a', 'h']",Indonesian,1.0,Early Malay
pemerkosaan,"['p', 'e', 'm', 'e', 'r', 'k', 'o', 's', 'aː', 'n']",Indonesian,0.0,Early Malay
sumpah palsu,"['s', 'u', 'm', 'p', 'a', 'h', '+', 'p', 'a', 'l', 's', 'u']",Indonesian,0.0,Modern
mencuri,"['m', 'e', 'ɲ', 'u', 'r', 'i']",Indonesian,1.0,Early Malay
pencuri,"['p', 'e', 'ɲ', 'u', 'r', 'i']",Indonesian,0.0,Early Malay
maling,"['m', 'a', 'l', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
agama,"['a', 'g', 'a', 'm', 'a']",Indonesian,1.0,Early Malay
religi,"['r', 'e', 'l', 'i', 'g', 'i']",Indonesian,1.0,Modern
déwa,"['d', 'é/e', 'w', 'a']",Indonesian,1.0,Early Malay
rumah ibadah,"['r', 'u', 'm', 'a', 'h', '+', 'i', 'b', 'a', 'd', 'a', 'h']",Indonesian,0.0,Modern
kuil,"['k', 'u', 'i', 'l']",Indonesian,1.0,Early Malay
altar,"['a', 'l', 't', 'a', 'r']",Indonesian,1.0,Modern
korban,"['k', 'o', 'r', 'b', 'a', 'n']",Indonesian,1.0,Early Malay
beribadah,"['b', 'e', 'r', 'i', 'b', 'a', 'd', 'a', 'h']",Indonesian,1.0,Early Malay
sembahyang,"['s', 'e', 'm', 'b', 'a', 'h', 'j', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
sembahyang,"['s', 'e', 'm', 'b', 'a', 'h', 'j', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
berdoa,"['b', 'e', 'r', 'd', 'o', 'a']",Indonesian,1.0,Early Malay
sholat,"['s', 'o', 'l', 'a', 't']",Indonesian,1.0,Early Malay
pendéta,"['p', 'e', 'n', 'd', 'é/e', 't', 'a']",Indonesian,1.0,Early Malay
imam,"['i', 'm', 'a', 'm']",Indonesian,1.0,Early Malay
"pastor, pastur","['p', 'a', 's', 't', 'o', 'r']",Indonesian,1.0,Modern
romo,"['r', 'o', 'm', 'o']",Indonesian,1.0,Modern
suci,"['s', 'u', 'tʃ', 'i']",Indonesian,1.0,Early Malay
kudus,"['k', 'u', 'd', 'u', 's']",Indonesian,1.0,Early Malay
berkhotbah,"['b', 'e', 'r', 'x', 'o', 't', 'b', 'a', 'h']",Indonesian,1.0,Early Malay
memberkati,"['m', 'e', 'm', 'b', 'e', 'r', 'k', 'a', 't', 'i']",Indonesian,0.0,Early Malay
merestui,"['m', 'e', 'r', 'e', 's', 't', 'u', 'i']",Indonesian,0.0,Early Malay
mengutuk,"['m', 'e', 'ŋ', 'u', 't', 'u', 'ʔ']",Indonesian,0.0,Prehistorical
mencaci-maki,"['m', 'e', 'ɲ', 'a', 'tʃ', 'i', '+', 'm', 'a', 'k', 'i']",Indonesian,0.0,Early Malay
berpuasa,"['b', 'e', 'r', 'p', 'u', 'a', 's', 'a']",Indonesian,1.0,Early Malay
"syurga, syorga, surga, sorga","['ʃ', 'u', 'r', 'g', 'a']",Indonesian,1.0,Early Malay
kayangan,"['k', 'a', 'j', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
neraka,"['n', 'e', 'r', 'a', 'k', 'a']",Indonesian,1.0,Early Malay
sétan,"['s', 'é/e', 't', 'a', 'n']",Indonesian,1.0,Early Malay
berhala,"['b', 'e', 'r', 'h', 'a', 'l', 'a']",Indonesian,1.0,Early Malay
sihir,"['s', 'i', 'h', 'i', 'r']",Indonesian,1.0,Early Malay
sulap,"['s', 'u', 'l', 'a', 'p']",Indonesian,0.0,Prehistorical
penyihir,"['p', 'e', 'ɲ', 'i', 'h', 'i', 'r']",Indonesian,0.0,Modern
tukang sihir,"['t', 'u', 'k', 'a', 'ŋ', '+', 's', 'i', 'h', 'i', 'r']",Indonesian,0.0,Modern
bidadari,"['b', 'i', 'd', 'a', 'd', 'a', 'r', 'i']",Indonesian,1.0,Early Malay
peri,"['p', 'e', 'r', 'i']",Indonesian,1.0,Early Malay
makhluk halus,"['m', 'a', 'x', 'l', 'u', 'k', '+', 'h', 'a', 'l', 'u', 's']",Indonesian,0.0,Modern
hantu,"['h', 'a', 'n', 't', 'u']",Indonesian,0.0,Prehistorical
alamat buruk,"['a', 'l', 'a', 'm', 'a', 't', '+', 'b', 'u', 'r', 'u', 'ʔ']",Indonesian,0.0,Early Malay
radio,"['r', 'a', 'd', 'i', 'o']",Indonesian,1.0,Modern
télevisi,"['t', 'é/e', 'l', 'e', 'v', 'i', 's', 'i']",Indonesian,1.0,Modern
TV,"['t', 'i', 'f', 'i']",Indonesian,1.0,Modern
"télepon, télpon, telpon, télefon, telfon","['t', 'é/e', 'l', 'e', 'p', 'o', 'n']",Indonesian,1.0,Modern
sepéda motor,"['s', 'e', 'p', 'é/e', 'd', 'a', '+', 'm', 'o', 't', 'o', 'r']",Indonesian,0.0,Modern
mobil,"['m', 'o', 'b', 'i', 'l']",Indonesian,1.0,Modern
bis,"['b', 'i', 's']",Indonesian,1.0,Modern
pesawat (terbang),"['p', 'e', 's', 'a', 'w', 'a', 't', '+', 't', 'e', 'r', 'b', 'a', 'ŋ']",Indonesian,0.0,Modern
kapal terbang,"['k', 'a', 'p', 'a', 'l', '+', 't', 'e', 'r', 'b', 'a', 'ŋ']",Indonesian,0.0,Modern
listrik,"['l', 'i', 's', 't', 'r', 'i', 'ʔ']",Indonesian,1.0,Modern
baterai,"['b', 'a', 't', 'e', 'r', 'aɪ']",Indonesian,1.0,Modern
rumah sakit,"['r', 'u', 'm', 'a', 'h', '+', 's', 'a', 'k', 'i', 't']",Indonesian,0.0,Modern
perawat,"['p', 'e', 'r', 'a', 'w', 'a', 't']",Indonesian,0.0,Modern
suster,"['s', 'u', 's', 't', 'e', 'r']",Indonesian,1.0,Modern
"pil, pél","['p', 'i', 'l']",Indonesian,1.0,Modern
suntikan,"['s', 'u', 'n', 't', 'i', 'k', 'a', 'n']",Indonesian,0.0,Modern
inyéksi,"['i', 'ɲ', 'é/e', 'k', 's', 'i']",Indonesian,1.0,Modern
injéksi,"['i', 'ɲ', 'é/e', 'k', 's', 'i']",Indonesian,1.0,Modern
"kran, keran","['k', 'r', 'a', 'n']",Indonesian,1.0,Modern
wastafel,"['w', 'a', 's', 't', 'a', 'f', 'e', 'l']",Indonesian,1.0,Modern
kamar kecil,"['k', 'a', 'm', 'a', 'r', '+', 'k', 'e', 'tʃ', 'i', 'l']",Indonesian,0.0,Modern
"toilét, toalét","['t', 'o', 'i', 'l', 'é/e', 't']",Indonesian,1.0,Modern
klosét,"['k', 'l', 'o', 's', 'é/e', 't']",Indonesian,1.0,Modern
WC,"['w', 'e', 's', 'e']",Indonesian,1.0,Modern
kakus,"['k', 'a', 'k', 'u', 's']",Indonesian,0.0,Modern
jamban,"['dʒ', 'a', 'm', 'b', 'a', 'n']",Indonesian,0.0,Prehistorical
kasur,"['k', 'a', 's', 'u', 'r']",Indonesian,0.25,Modern
pemerintah,"['p', 'e', 'm', 'e', 'r', 'i', 'n', 't', 'a', 'h']",Indonesian,0.0,Early Malay
présidén,"['p', 'r', 'é/e', 's', 'i', 'd', 'é/e', 'n']",Indonesian,1.0,Modern
menteri,"['m', 'e', 'n', 't', 'e', 'r', 'i']",Indonesian,1.0,Early Malay
polisi,"['p', 'o', 'l', 'i', 's', 'i']",Indonesian,1.0,Modern
SIM,"['s', 'i', 'm']",Indonesian,0.0,Modern
kejahatan,"['k', 'e', 'dʒ', 'a', 'h', 'a', 't', 'a', 'n']",Indonesian,0.0,Prehistorical
tindak pidana,"['t', 'i', 'n', 'd', 'a', 'k', '+', 'p', 'i', 'd', 'a', 'n', 'a']",Indonesian,0.0,Modern
pemilihan,"['p', 'e', 'm', 'i', 'l', 'i', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
pos,"['p', 'o', 's']",Indonesian,1.0,Modern
"prangko, perangko","['p', 'r', 'a', 'ŋ', 'k', 'o']",Indonesian,1.0,Modern
surat,"['s', 'u', 'r', 'a', 't']",Indonesian,0.0,Prehistorical
bank,"['b', 'a', 'n', 'ʔ']",Indonesian,1.0,Modern
kaléng,"['k', 'a', 'l', 'é/e', 'ŋ']",Indonesian,1.0,Modern
"sekrup, sekerup","['s', 'e', 'k', 'r', 'u', 'p']",Indonesian,1.0,Modern
obéng,"['o', 'b', 'é/e', 'ŋ']",Indonesian,1.0,Modern
botol,"['b', 'o', 't', 'o', 'l']",Indonesian,1.0,Modern
permén,"['p', 'e', 'r', 'm', 'é/e', 'n']",Indonesian,1.0,Modern
gula-gula,"['g', 'u', 'l', 'a', '+', 'g', 'u', 'l', 'a']",Indonesian,0.0,Modern
kembang gula,"['k', 'e', 'm', 'b', 'a', 'ŋ', '+', 'g', 'u', 'l', 'a']",Indonesian,0.75,Modern
kaca mata,"['k', 'a', 'tʃ', 'a', '+', 'm', 'a', 't', 'a']",Indonesian,0.0,Modern
plastik,"['p', 'l', 'a', 's', 't', 'i', 'ʔ']",Indonesian,1.0,Modern
bom,"['b', 'o', 'm']",Indonesian,1.0,Modern
béngkél,"['b', 'é/e', 'ŋ', 'k', 'é/e', 'l']",Indonesian,1.0,Modern
rokok,"['r', 'o', 'k', 'o', 'ʔ']",Indonesian,1.0,Modern
kalénder,"['k', 'a', 'l', 'é/e', 'n', 'd', 'e', 'r']",Indonesian,1.0,Modern
penanggalan,"['p', 'e', 'n', 'a', 'ŋ', 'g', 'a', 'l', 'a', 'n']",Indonesian,0.75,Modern
filem,"['f', 'i', 'l', 'e', 'm']",Indonesian,1.0,Modern
musik,"['m', 'u', 's', 'i', 'ʔ']",Indonesian,1.0,Modern
lagu,"['l', 'a', 'g', 'u']",Indonesian,0.0,Prehistorical
surat kabar,"['s', 'u', 'r', 'a', 't', '+', 'k', 'a', 'b', 'a', 'r']",Indonesian,0.0,Early Malay
koran,"['k', 'o', 'r', 'a', 'n']",Indonesian,1.0,Modern
alamat,"['a', 'l', 'a', 'm', 'a', 't']",Indonesian,1.0,Early Malay
nomor,"['n', 'o', 'm', 'o', 'r']",Indonesian,1.0,Modern
angka,"['a', 'ŋ', 'k', 'a']",Indonesian,1.0,Early Malay
keréta api,"['k', 'e', 'r', 'é/e', 't', 'a', '+', 'a', 'p', 'i']",Indonesian,0.0,Modern
akta kelahiran,"['a', 'k', 't', 'a', '+', 'k', 'e', 'l', 'a', 'h', 'i', 'r', 'a', 'n']",Indonesian,0.0,Modern
mengerém,"['m', 'e', 'ŋ', 'e', 'r', 'é/e', 'm']",Indonesian,1.0,Modern
minyak tanah,"['m', 'i', 'ɲ', 'a', 'k', '+', 't', 'a', 'n', 'a', 'h']",Indonesian,0.0,Modern
mesin,"['m', 'e', 's', 'i', 'n']",Indonesian,1.0,Modern
motor,"['m', 'o', 't', 'o', 'r']",Indonesian,1.0,Modern
mesin,"['m', 'e', 's', 'i', 'n']",Indonesian,1.0,Modern
sepéda,"['s', 'e', 'p', 'é/e', 'd', 'a']",Indonesian,1.0,Modern
jalan,"['dʒ', 'a', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
memerdékakan,"['m', 'e', 'm', 'e', 'r', 'd', 'é/e', 'k', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
mengundang,"['m', 'e', 'ŋ', 'u', 'n', 'd', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
mengajak,"['m', 'e', 'ŋ', 'a', 'dʒ', 'a', 'ʔ']",Indonesian,0.5,Early Malay
plat (mobil),"['p', 'l', 'a', 't', '+', 'm', 'o', 'b', 'i', 'l']",Indonesian,1.0,Modern
kartu pos,"['k', 'a', 'r', 't', 'u', '+', 'p', 'o', 's']",Indonesian,0.0,Modern
"ada, berada","['a', 'd', 'a']",Indonesian,0.0,Prehistorical
merupakan,"['m', 'e', 'r', 'u', 'p', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
menjadi,"['m', 'e', 'ɲ', 'a', 'd', 'i']",Indonesian,0.0,Prehistorical
menjadi,"['m', 'e', 'ɲ', 'a', 'd', 'i']",Indonesian,0.0,Prehistorical
tanpa,"['t', 'a', 'n', 'p', 'a']",Indonesian,1.0,Modern
léwat,"['l', 'é/e', 'w', 'a', 't']",Indonesian,0.0,Prehistorical
melalui,"['m', 'e', 'l', 'a', 'l', 'u', 'i']",Indonesian,0.0,Prehistorical
sama,"['s', 'a', 'm', 'a']",Indonesian,1.0,Early Malay
bukan,"['b', 'u', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
tidak,"['t', 'i', 'd', 'a', 'ʔ']",Indonesian,0.0,Early Malay
ini,"['i', 'n', 'i']",Indonesian,0.0,Prehistorical
itu,"['i', 't', 'u']",Indonesian,0.0,Prehistorical
sini,"['s', 'i', 'n', 'i']",Indonesian,0.0,Prehistorical
situ (1),"['s', 'i', 't', 'u']",Indonesian,0.0,Prehistorical
sana,"['s', 'a', 'n', 'a']",Indonesian,0.0,Early Malay
lain,"['l', 'a', 'i', 'n']",Indonesian,0.0,Prehistorical
vagina,"['v', 'a', 'g', 'i', 'n', 'a']",Indonesian,1.0,Modern
puki,"['p', 'u', 'k', 'i']",Indonesian,0.0,Prehistorical
téh,"['t', 'é/e', 'h']",Indonesian,1.0,Modern
kopi,"['k', 'o', 'p', 'i']",Indonesian,1.0,Modern
berikut,"['b', 'e', 'r', 'i', 'k', 'u', 't']",Indonesian,0.0,Early Malay
depan,"['d', 'e', 'p', 'a', 'n']",Indonesian,0.0,Prehistorical
mendatang,"['m', 'e', 'n', 'd', 'a', 't', 'a', 'ŋ']",Indonesian,0.0,No information
kelinci,"['k', 'e', 'l', 'i', 'ɲ', 'i']",Indonesian,1.0,Modern
arnab,"['a', 'r', 'n', 'a', 'b']",Indonesian,1.0,Early Malay
terwélu,"['t', 'e', 'r', 'w', 'é/e', 'l', 'u']",Indonesian,1.0,Modern
(burung) puyuh,"['b', 'u', 'r', 'u', 'ŋ', '+', 'p', 'u', 'j', 'u', 'h']",Indonesian,0.0,Prehistorical
tupai,"['t', 'u', 'p', 'aɪ']",Indonesian,0.0,Prehistorical
berang-berang,"['b', 'e', 'r', 'a', 'ŋ', '+', 'b', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
érétan,"['é/e', 'r', 'é/e', 't', 'a', 'n']",Indonesian,0.0,Modern
laso,"['l', 'a', 's', 'o']",Indonesian,1.0,Modern
daun jarum,"['d', 'a', 'u', 'n', '+', 'dʒ', 'a', 'r', 'u', 'm']",Indonesian,0.0,Modern
urat,"['u', 'r', 'a', 't']",Indonesian,0.0,Prehistorical
menyamak,"['m', 'e', 'ɲ', 'a', 'm', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
sunat,"['s', 'u', 'n', 'a', 't']",Indonesian,1.0,Early Malay
khitan,"['kʰ', 'i', 't', 'a', 'n']",Indonesian,1.0,Early Malay
kutu,"['k', 'u', 't', 'u']",Indonesian,0.0,Prehistorical
tapir,"['t', 'a', 'p', 'i', 'r']",Indonesian,1.0,Modern
batu asah,"['b', 'a', 't', 'u', '+', 'a', 's', 'a', 'h']",Indonesian,0.0,Prehistorical
kamp,"['k', 'a', 'm', 'p']",Indonesian,1.0,Modern
perkémahan,"['p', 'e', 'r', 'k', 'é/e', 'm', 'a', 'h', 'a', 'n']",Indonesian,0.0,Early Malay
tugal,"['t', 'u', 'g', 'a', 'l']",Indonesian,0.0,Prehistorical
kormoran,"['k', 'o', 'r', 'm', 'o', 'r', 'a', 'n']",Indonesian,1.0,Modern
udang,"['u', 'd', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
rayap,"['r', 'a', 'j', 'a', 'p']",Indonesian,1.0,Modern
kutu,"['k', 'u', 't', 'u']",Indonesian,0.0,Prehistorical
bumerang,"['b', 'u', 'm', 'e', 'r', 'a', 'ŋ']",Indonesian,1.0,Modern
kangguru,"['k', 'a', 'ŋ', 'g', 'u', 'r', 'u']",Indonesian,1.0,Modern
tenggiling,"['t', 'e', 'ŋ', 'g', 'i', 'l', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
(burung) tukan,"['b', 'u', 'r', 'u', 'ŋ', '+', 't', 'u', 'k', 'a', 'n']",Indonesian,1.0,Modern
jaguar,"['dʒ', 'a', 'g', 'u', 'a', 'r']",Indonesian,1.0,Modern
jawawut,"['dʒ', 'a', 'w', 'a', 'w', 'u', 't']",Indonesian,1.0,Modern
bunglon,"['b', 'u', 'ŋ', 'l', 'o', 'n']",Indonesian,1.0,Modern
menimba,"['m', 'e', 'n', 'i', 'm', 'b', 'a']",Indonesian,0.0,Prehistorical
pasak,"['p', 'a', 's', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
